,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM,Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
4296,Land Rover,Discovery Sport,2.0 TD4 HSE,2016.0,Dizel,Otomatik Vites,1801,176,Gri ,Diğer,Galeriden,2. El,38895,498500
4297,Land Rover,Range Rover Sport,2.7 TDV6 HSE,2008.0,Dizel,Otomatik Vites,2501,176,Siyah ,Arazi Aracı,Galeriden,2. El,204000,176000
4303,Mazda,323,1.6,1992.0,Benzin/LPG,Düz Vites,1601,51,Beyaz ,Sedan,Sahibinden,Hasarlı,490,11900
4304,Mazda,CX-3,1.5 SKY-D  Motion,2015.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Diğer,Sahibinden,2. El,70500,168500
4305,Mazda,Lantis,1.8,1996.0,Benzin/LPG,Otomatik Vites,1601,101,Lacivert ,Spor / Coupe,Galeriden,2. El,216500,28500
4306,Mazda,323,1.5 Familia,1999.0,Benzin/LPG,Düz Vites,1301,51,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,175000,32950
4307,Mazda,626,2.0,1998.0,Benzin/LPG,Otomatik Vites,1801,101,Füme ,Sedan,Galeriden,2. El,200000,41950
4308,Mazda,626,2.0,2001.0,Benzin/LPG,Düz Vites,1801,126,Füme ,Sedan,Galeriden,2. El,196,28500
4311,Mazda,Lantis,1.8,1997.0,Benzin/LPG,Düz Vites,1801,101,Turuncu ,Hatchback 5 Kapı,Sahibinden,2. El,129000,29000
4312,Mazda,626,1.6,1990.0,Benzin/LPG,Düz Vites,1301,101,Mavi ,Sedan,Sahibinden,2. El,1111111,16500
4324,Mazda,323,1.5,1999.0,Benzin/LPG,Düz Vites,1301,100,Bordo ,Hatchback 5 Kapı,Sahibinden,2. El,357000,35000
4326,Mazda,323,1.6 GLX,1992.0,Benzin/LPG,Otomatik Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,230000,17000
4327,Mazda,RX,RX-8,2006.0,Benzin,Düz Vites,1301,226,Siyah ,Spor / Coupe,Sahibinden,2. El,64000,98000
4329,Mercedes,C,180 BlueEfficiency AMG,2011.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Galeriden,2. El,135000,189500
4330,Mercedes,E,200 Avantgarde Komp.,2005.0,Benzin,Otomatik Vites,1801,151,Gümüş Gri ,Sedan,Sahibinden,2. El,107000,215000
4331,Mercedes,200 E,200 E,1993.0,Benzin/LPG,Düz Vites,1801,126,Turkuaz ,Sedan,Sahibinden,2. El,388000,39999
4332,Mercedes,C,180 Komp. BlueEfficiency Luxury,2009.0,Benzin/LPG,Yarı Otomatik Vites,1301,151,Siyah ,Sedan,Galeriden,0 km,281957,132500
4333,Mercedes,113,Diğer,2011.0,Dizel,Düz Vites,2001,126,Gümüş Gri ,Minivan,Sahibinden,2. El,179000,137500
4334,Mercedes,200 E,200 E,1991.0,Benzin/LPG,Düz Vites,1801,151,Bej ,Hatchback 5 Kapı,Sahibinden,2. El,279000,42500
4335,Mercedes,200 E,200 E,1993.0,Benzin/LPG,Düz Vites,1801,126,Gri ,Sedan,Galeriden,2. El,325000,54750
4336,Mercedes,C,200 D,2018.0,Dizel,Otomatik Vites,1601,151,Beyaz ,Sedan,Galeriden,2. El,29000,399000
4338,Mercedes,CLA,200 AMG,2013.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Galeriden,2. El,170000,215000
4339,Mercedes,E Serisi,E 220 Classic,1993.0,Benzin/LPG,Düz Vites,2001,151,Mavi ,Sedan,Galeriden,2. El,330000,58750
4340,Mercedes,A,"180 BlueEfficiency AMG Sport
",2014.0,Benzin,Otomatik Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,35000,198500
4341,Mercedes,E,220 CDI Avantgarde,2009.0,Dizel,Otomatik Vites,2001,151,Siyah ,Sedan,Sahibinden,2. El,360000,167000
4342,Mercedes,S,350 BLUETEC 4Matic 7G-Tronic,2015.0,Dizel,Otomatik Vites,2501,251,Siyah ,Sedan,Galeriden,2. El,79000,1269000
4343,Mercedes,200 E,200 E,1991.0,Benzin/LPG,Otomatik Vites,1801,101,Füme ,Sedan,Sahibinden,2. El,380000,57500
4344,Mercedes,E,250 CDI Elite,2013.0,Dizel,Otomatik Vites,2001,201,Beyaz ,Sedan,Galeriden,2. El,96000,395000
4345,Mercedes,180 SLC,180 AMG,2013.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Galeriden,2. El,106000,215000
4346,Mercedes,A,180 CDI BlueEfficiency AMG,2014.0,Dizel,Yarı Otomatik Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,83000,196500
4348,Mercedes,280 E,280 E,1983.0,Benzin/LPG,Otomatik Vites,2501,126,Gümüş Gri ,Sedan,Sahibinden,2. El,290000,14000
4349,Mercedes,B Serisi,B 180 CDI BlueEfficiency Style,2017.0,Dizel,Yarı Otomatik Vites,1301,76,Siyah ,MPV,Galeriden,2. El,80000,207500
4350,Mercedes,E,200 Avantgarde Komp.,2008.0,Benzin/LPG,Yarı Otomatik Vites,1801,176,Siyah ,Sedan,Galeriden,2. El,195000,219500
4351,Mercedes,C,180 Komp. BlueEfficiency Avantgarde,2011.0,Benzin,Yarı Otomatik Vites,1301,151,Gri ,Sedan,Galeriden,2. El,155000,161500
4352,Mercedes,200 E,200 E,1990.0,Benzin/LPG,Otomatik Vites,1801,101,Siyah ,Sedan,Galeriden,2. El,240000,55900
4353,Mercedes,S,320 L,1997.0,Benzin,Otomatik Vites,3001,226,Siyah ,Sedan,Sahibinden,2. El,260000,135000
4354,Mercedes,E,320 Avantgarde,2003.0,Benzin/LPG,Otomatik Vites,3001,176,Füme ,Sedan,Galeriden,2. El,198000,120000
4355,Mercedes,C,"200 BlueTEC AMG
",2016.0,Dizel,Otomatik Vites,1301,126,Gri ,Sedan,Galeriden,2. El,61000,292500
4356,Mercedes,C,200 Komp. Elegance,2001.0,Benzin/LPG,Yarı Otomatik Vites,1801,151,Siyah ,Sedan,Sahibinden,2. El,303000,68000
4357,Mercedes,E,200 Classic,1995.0,Benzin/LPG,Düz Vites,1801,126,Siyah ,Sedan,Galeriden,2. El,380000,59990
4358,Mercedes,E,270 CDI Avantgarde,2004.0,Dizel,Otomatik Vites,2501,176,Füme ,Sedan,Galeriden,2. El,260000,160000
4359,Mercedes,C,180 Komp. BlueEfficiency AMG,2012.0,Benzin/LPG,Otomatik Vites,1301,151,Beyaz ,Sedan,Sahibinden,2. El,132000,184500
4360,Mercedes,E,180 Elite,2014.0,Benzin,Otomatik Vites,1301,151,Gri ,Sedan,Galeriden,2. El,110000,278900
4361,Mercedes,A,180 CDI BlueEfficiency AMG,2015.0,Dizel,Yarı Otomatik Vites,1301,101,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,94500,214000
4362,Mercedes,200 E,200 E,1990.0,Dizel,Düz Vites,1801,76,Kahverengi ,Sedan,Galeriden,2. El,167000,35000
4364,Mercedes,C,180 BlueEfficiency AMG,2013.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Galeriden,2. El,260000,149000
4365,Mercedes,200 D,200 D,1976.0,Dizel,Düz Vites,1801,100,Beyaz ,Sedan,Galeriden,2. El,200000,13500
4366,Mercedes,C,C 180 Komp. BlueEfficiency Fascination,2010.0,Benzin/LPG,Otomatik Vites,1601,126,Siyah ,Sedan,Galeriden,2. El,296000,129000
4368,Mercedes,E,220 CDI BlueEfficiency,2016.0,Dizel,Otomatik Vites,2001,176,Siyah ,Sedan,Galeriden,2. El,69000,590000
4369,Mercedes,230,230,1988.0,Benzin/LPG,Otomatik Vites,1801,76,Gri ,Sedan,Galeriden,2. El,198500,40000
4370,Mercedes,200 D,200 D,1984.0,Dizel,Düz Vites,1801,76,Gri ,Sedan,Galeriden,2. El,328000,27500
4371,Mercedes,C,220 CDI Avantgarde,2003.0,Dizel,Otomatik Vites,2001,126,Gümüş Gri ,Sedan,Galeriden,2. El,279000,139990
4372,Mercedes,E,320 Avantgarde,2003.0,Benzin/LPG,Yarı Otomatik Vites,3001,201,Mavi ,Sedan,Galeriden,2. El,425000,104500
4373,Mercedes,E,200 Elegance,1998.0,Benzin/LPG,Düz Vites,1801,126,Gri ,Sedan,Galeriden,2. El,399000,60000
4374,Mercedes,A,180 CDI BlueEfficiency Urban,2015.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,84000,210000
4375,Mercedes,S,350 L 4Matic,2011.0,Dizel,Otomatik Vites,2501,251,Beyaz ,Sedan,Galeriden,2. El,258000,425000
4376,Mercedes,320,Diğer,1994.0,Benzin/LPG,Otomatik Vites,2501,151,Füme ,Sedan,Galeriden,2. El,394000,55500
4377,Mercedes,C,"180 BlueEfficiency Fascination
",2010.0,Benzin,Otomatik Vites,1301,151,Gri ,Sedan,Galeriden,2. El,216000,139500
4380,Mercedes,C,180 BlueEfficiency AMG,2012.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Galeriden,2. El,123500,177900
4382,Mercedes,200,200 E,1993.0,Benzin/LPG,Düz Vites,1801,126,Siyah ,Sedan,Sahibinden,2. El,450,38900
4383,Mercedes,E,E 220 d Exclusive,2018.0,Dizel,Otomatik Vites,1801,176,Siyah ,Sedan,Galeriden,2. El,19000,749750
4384,Mercedes,E,200 Avantgarde Komp.,2005.0,Benzin/LPG,Otomatik Vites,1601,176,Gümüş Gri ,Sedan,Galeriden,2. El,270000,132000
4386,Mercedes,CLA,180d Comfort 7G-DCT,2015.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,140000,250000
4389,Mercedes,200,200,1982.0,Benzin,Düz Vites,1801,76,Mavi ,Sedan,Sahibinden,Klasik,288500,78500
4390,Mercedes,C,"200 BlueTEC AMG
",2017.0,Dizel,Otomatik Vites,1301,151,Beyaz ,Sedan,Galeriden,2. El,29000,355000
4391,Mercedes,300 D,300 D,1988.0,Dizel,Otomatik Vites,2501,151,Lacivert ,Sedan,Galeriden,Klasik,222222,71000
4400,Mercedes,C,"200 BlueTEC AMG
",2016.0,Dizel,Otomatik Vites,1601,176,Beyaz ,Sedan,Galeriden,2. El,68000,320000
4401,Mercedes,E,E 180 Edition E,2015.0,Benzin,Otomatik Vites,1301,151,Siyah ,Sedan,Galeriden,2. El,130000,325000
4402,Mercedes,C,180,2011.0,Benzin,Otomatik Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,52500,177500
4403,Mercedes,E,250 CDI Avantgarde,2011.0,Dizel,Yarı Otomatik Vites,2001,201,Beyaz ,Sedan,Galeriden,2. El,154000,305000
4404,Mercedes,C,180 AMG,2011.0,Benzin,Otomatik Vites,1601,151,Siyah ,Sedan,Galeriden,2. El,137000,145500
4406,Mercedes,E,200 D,2020.0,Dizel,Otomatik Vites,1301,251,Siyah ,Sedan,Galeriden,2. El,1300,585000
4407,Mercedes,C,180-AMG 7G Tronic,2015.0,Benzin,Otomatik Vites,1301,126,Beyaz ,Sedan,Galeriden,2. El,81000,269000
4408,Mercedes,E,E 180 Edition E,2015.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Galeriden,2. El,77000,330000
4409,Mercedes,200 E,200 E,1991.0,Benzin/LPG,Düz Vites,1801,101,Siyah ,Sedan,Sahibinden,2. El,337000,37500
4440,Mercedes,E Serisi,E 200 Elegance,1996.0,Benzin/LPG,Otomatik Vites,1801,126,Siyah ,Sedan,Sahibinden,2. El,401000,65000
4441,Mercedes,230 E,230 E,1981.0,Benzin/LPG,Düz Vites,2001,76,Pembe ,Sedan,Sahibinden,2. El,380000,28000
4443,Mercedes,C,270 CDI Avantgarde,2003.0,Dizel,Otomatik Vites,2001,226,Gümüş Gri ,Sedan,Galeriden,2. El,410000,84000
4445,Mercedes,CLK,240 Avantgarde,2004.0,Benzin,Yarı Otomatik Vites,2501,176,Mavi ,Spor / Coupe,Sahibinden,2. El,280000,104000
4446,Mercedes,A,180 CDI BlueEfficiency AMG,2016.0,Dizel,Yarı Otomatik Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,65000,220000
4447,Mercedes,250 E,250 E,2013.0,Dizel,Otomatik Vites,2001,226,Beyaz ,Sedan,Sahibinden,2. El,189000,360000
4449,Mercedes,S,320 CDI L,2008.0,Dizel,Otomatik Vites,2501,226,Siyah ,Sedan,Galeriden,2. El,168500,395000
4451,Mercedes,250 D,250 D,1995.0,Dizel,Otomatik Vites,2001,101,Gümüş Gri ,Sedan,Galeriden,2. El,381000,67500
4452,Mercedes,C,C 200 BlueTEC Exclusive,2017.0,Dizel,Otomatik Vites,1301,126,Beyaz ,Sedan,Galeriden,2. El,26000,352500
4453,Mercedes,C,C 180 AMG 7G-Tronic,2015.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Sahibinden,2. El,92000,355000
4455,Mercedes,180 SLC,Diğer,1996.0,Benzin,Düz Vites,1601,101,Yeşil ,Sedan,Sahibinden,2. El,92000,75000
4456,Mercedes,E,200 CGI BlueEfficiency Avantgarde,2010.0,Benzin,Otomatik Vites,1601,176,Siyah ,Sedan,Sahibinden,2. El,85000,240000
4457,Mercedes,C,"200 BlueEfficiency Avantgarde
",2016.0,Dizel,Otomatik Vites,1601,126,Beyaz ,Sedan,Galeriden,2. El,50000,360000
4474,Mercedes,C,200 Elegance,1995.0,Benzin/LPG,Otomatik Vites,1801,126,Füme ,Sedan,Sahibinden,2. El,380000,48250
4475,Mercedes,CLA,180 d AMG,2017.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,36000,279000
4476,Mercedes,C,"200 BlueTEC AMG
",2015.0,Dizel,Otomatik Vites,1601,126,Beyaz ,Sedan,Sahibinden,2. El,123000,303900
4478,Mercedes,E Serisi,E 270 CDI Elegance,2001.0,Dizel,Otomatik Vites,2501,151,Gri ,Station Wagon,Galeriden,2. El,244000,78000
4491,Mercedes,A,"180 BlueEfficiency AMG Sport
",2015.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,27000,225000
4492,Mercedes,A,180 AMG,2015.0,Dizel,Otomatik Vites,1601,101,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,96000,210000
4886,Mercedes,230,230 E,1988.0,Benzin/LPG,Düz Vites,2001,126,Lacivert ,Sedan,Galeriden,2. El,148750,59500
4887,Mercedes,E,200 CDI Elegance,2008.0,Dizel,Otomatik Vites,1601,126,Siyah ,Sedan,Sahibinden,2. El,152000,170000
4889,Mercedes,300 SEL,300 SEL,1991.0,Benzin/LPG,Yarı Otomatik Vites,3001,226,Siyah ,Sedan,Sahibinden,2. El,320000,60000
4891,Mercedes,C,180 Komp. Fascination,2009.0,Benzin/LPG,Otomatik Vites,1301,151,Füme ,Sedan,Sahibinden,2. El,215000,125000
4892,Mercedes,C,C 200 BlueTEC AMG,2016.0,Dizel,Otomatik Vites,1301,126,Kırmızı ,Sedan,Galeriden,2. El,85000,329000
4893,Mercedes,E Serisi,E 250 CGI AMG,2011.0,Benzin,Otomatik Vites,1601,201,Gri ,Sedan,Galeriden,2. El,89000,237900
4894,Mercedes,X,220 d Pure ,2017.0,Dizel,Düz Vites,2001,151,Beyaz ,Arazi Aracı,Galeriden,2. El,36000,230000
4895,Mercedes,X,250 d Power,2018.0,Dizel,Otomatik Vites,2001,176,Beyaz ,Arazi Aracı,Sahibinden,2. El,46000,275000
4896,Mercedes,C,180 Komp. BlueEfficiency AMG,2010.0,Benzin,Otomatik Vites,1601,151,Beyaz ,Sedan,Sahibinden,2. El,198000,140000
4897,Mercedes,220,220 CDI,2000.0,Dizel,Düz Vites,2001,151,Gümüş Gri ,Sedan,Galeriden,2. El,234000,79750
4900,Mercedes,E Serisi,E 320 Elegance,2003.0,Benzin/LPG,Otomatik Vites,3001,151,Gümüş Gri ,Sedan,Sahibinden,2. El,270000,110000
4901,Mercedes,B,150 Otm.,2009.0,Benzin/LPG,Otomatik Vites,1301,76,Beyaz ,MPV,Sahibinden,2. El,128000,96500
4902,Mercedes,E Serisi,E 200 Komp. Avantgarde,2000.0,Benzin/LPG,Yarı Otomatik Vites,1801,176,Gümüş Gri ,Sedan,Sahibinden,2. El,240000,81900
4903,Mercedes,E,300 TD,1988.0,Dizel,Otomatik Vites,2501,126,Şampanya ,Sedan,Galeriden,2. El,321000,37000
4904,Mercedes,C,C 200 d AMG,2016.0,Dizel,Otomatik Vites,1301,126,Beyaz ,Sedan,Galeriden,2. El,60500,350000
4905,Mercedes,CLK,200 Komp. Avantgarde,2000.0,Benzin/LPG,Yarı Otomatik Vites,1801,151,Siyah ,Spor / Coupe,Galeriden,2. El,330780,56750
4906,Mercedes,180,180,2007.0,Benzin/LPG,Otomatik Vites,1601,151,Gümüş Gri ,Sedan,Sahibinden,2. El,330000,92000
4907,Mercedes,200 E,200 E,1986.0,Benzin/LPG,Otomatik Vites,1801,101,Mavi ,Sedan,Sahibinden,2. El,225000,31500
4909,Mercedes,E,220 CDI Avantgarde,2003.0,Dizel,Otomatik Vites,2001,176,Siyah ,Sedan,Galeriden,2. El,600000,120000
4910,Mercedes,E,250 CDI BlueEfficiency Dynamic,2010.0,Dizel,Otomatik Vites,2001,201,Bordo ,Sedan,Galeriden,2. El,234000,225000
4911,Mercedes,B,180 BlueEfficiency Style 7G-DCT,2014.0,Benzin,Otomatik Vites,1601,126,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,170000,167750
4912,Mercedes,C,180 Komp. BlueEfficiency AMG,2012.0,Benzin/LPG,Otomatik Vites,1301,151,Siyah ,Sedan,Sahibinden,2. El,170000,172000
4913,Mercedes,C,C 200 BlueTEC Exclusive,2015.0,Dizel,Otomatik Vites,1301,126,Siyah ,Sedan,Sahibinden,2. El,130000,267500
4914,Mercedes,A,180 CDI BlueEfficiency AMG,2013.0,Dizel,Düz Vites,1601,101,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,183000,140000
4915,Mercedes,200 D,200 D,1985.0,Dizel,Düz Vites,1801,76,Zeytin Gri ,Sedan,Galeriden,2. El,112400,15500
4916,Mercedes,200,Diğer,1998.0,Benzin/LPG,Otomatik Vites,1801,126,Füme ,Sedan,Sahibinden,2. El,372000,54000
4917,Mercedes,GLA,"180 CDI AMG
",2014.0,Dizel,Yarı Otomatik Vites,1301,76,Beyaz ,Arazi Aracı,Sahibinden,2. El,100000,230000
4919,Mercedes,200 E,200 E,1989.0,Benzin/LPG,Otomatik Vites,1801,101,Siyah ,Sedan,Galeriden,2. El,70000,30500
4920,Mercedes,CLK,200 Komp. Avantgarde,2003.0,Benzin/LPG,Otomatik Vites,1601,151,Gümüş Gri ,Üstü Açık / Cabriolet,Sahibinden,2. El,294330,210000
4921,Mercedes,240 D,240 D,1981.0,Dizel,Düz Vites,2001,76,Kahverengi ,Sedan,Sahibinden,2. El,410000,24750
4922,Mercedes,E,180 Edition,2015.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Sahibinden,2. El,51000,305000
4957,Mitsubishi,Carisma,1.6 GLX,1999.0,Benzin/LPG,Düz Vites,1801,76,Gri ,Sedan,Sahibinden,2. El,379500,31500
4958,Mitsubishi,Colt,1.3 Elegance,2011.0,Benzin/LPG,Düz Vites,1301,100,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,177550,47000
4959,Mitsubishi,L 200,4x2 Invite,2013.0,Dizel,Düz Vites,2001,101,Beyaz ,Arazi Aracı,Galeriden,2. El,197,78500
4960,Mitsubishi,Lancer,1.6 Invite Otm,2006.0,Benzin/LPG,Otomatik Vites,1301,100,Gümüş Gri ,Sedan,Sahibinden,2. El,135000,55000
4962,Mitsubishi,Carisma,1.6 GL,1999.0,Benzin/LPG,Düz Vites,1301,76,Siyah ,Sedan,Sahibinden,2. El,283000,27500
4963,Mitsubishi,Outlander,2.0 DI-D Instyle,2008.0,Dizel,Düz Vites,1801,126,Bordo ,Arazi Aracı,Galeriden,2. El,290000,90000
4964,Mitsubishi,Carisma,1.6 GLX,1999.0,Benzin/LPG,Düz Vites,1301,76,Siyah ,Sedan,Sahibinden,2. El,290000,23000
4965,Mitsubishi,L 200,4x2 Magnum,2000.0,Dizel,Düz Vites,6001,451,Beyaz ,Arazi Aracı,Galeriden,2. El,194520,41000
4966,Mitsubishi,Carisma,1.8 GDI Elegance,1999.0,Benzin,Düz Vites,1601,101,Gümüş Gri ,Sedan,Sahibinden,2. El,192000,25250
4967,Mitsubishi,Carisma,1.6 Comfort,2001.0,Benzin/LPG,Otomatik Vites,1301,76,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,327000,33900
4968,Mitsubishi,L 200,4x4,2017.0,Dizel,Düz Vites,2001,176,Yeşil ,Arazi Aracı,Galeriden,2. El,53700,139000
4969,Mitsubishi,Carisma,1.6 GLX,2000.0,Benzin/LPG,Düz Vites,1601,101,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,101000,43000
4987,Mitsubishi,L 200,"4x2
",2015.0,Dizel,Düz Vites,4001,126,Gri ,Arazi Aracı,Galeriden,2. El,260,88750
4988,Mitsubishi,Lancer,1.6 Invite,2006.0,Benzin/LPG,Düz Vites,1301,100,Lacivert ,Sedan,Sahibinden,2. El,206000,57500
4989,Mitsubishi,Space Star,1.8 GDI,2018.0,Dizel,Otomatik Vites,1301,101,Diğer ,Diğer,Yetkili,0 km,87332,185000
4991,Nissan,Qashqai,1.3 DIG-T Sky Pack,2015.0,Benzin,Otomatik Vites,1300,101,Kırmızı ,Arazi Aracı,Galeriden,2. El,145750,156500
4992,Nissan,Qashqai,1.2 DIG-T Visia,2017.0,Benzin,Düz Vites,1300,101,Beyaz ,Arazi Aracı,Galeriden,2. El,18000,163000
4993,Nissan,Juke,1.6 Visia 4x2,2011.0,Benzin/LPG,Düz Vites,1301,101,Kırmızı ,Crossover,Sahibinden,2. El,188000,82000
4994,Nissan,Navara,2.3 DCI 4X2,2017.0,Dizel,Düz Vites,1601,101,Beyaz ,Arazi Aracı,Galeriden,2. El,94000,153000
4995,Nissan,Qashqai,1.5 dCi Tekna Sky Pack,2015.0,Dizel,Düz Vites,1301,51,Beyaz ,Diğer,Galeriden,2. El,103,151000
4996,Nissan,X-Trail,2.0 dCi LE Platinum,2013.0,Dizel,Otomatik Vites,1801,126,Siyah ,Arazi Aracı,Sahibinden,2. El,196500,132500
4997,Nissan,Qashqai,"1.6
",2013.0,Benzin,Otomatik Vites,1301,101,Beyaz ,Arazi Aracı,Galeriden,2. El,77000,127000
4998,Nissan,Qashqai,1.5 dCi Tekna Sky Pack,2013.0,Dizel,Düz Vites,1301,126,Beyaz ,Diğer,Galeriden,2. El,227000,130000
4999,Nissan,Qashqai,1.5 dCi Tekna Sky Pack,2014.0,Dizel,Düz Vites,1301,101,Siyah ,Diğer,Galeriden,2. El,178000,165950
5000,Nissan,Qashqai,1.6 Tekna,2008.0,Benzin/LPG,Düz Vites,1301,101,Siyah ,Sedan,Sahibinden,2. El,182000,64750
5001,Nissan,Pulsar,1.5 Visia,2016.0,Dizel,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,28000,123000
5002,Nissan,Note,1.5 DCI Tekna,2011.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,91000,82500
5003,Nissan,X-Trail,"2.0
",2008.0,Benzin/LPG,Otomatik Vites,1801,101,Siyah ,Arazi Aracı,Sahibinden,2. El,217000,93000
5005,Nissan,Qashqai,1.5 dCi Black Edition,2016.0,Dizel,Düz Vites,1301,101,Beyaz ,Arazi Aracı,Galeriden,2. El,74000,182500
5006,Nissan,Note,1.4 Tekna,2006.0,Benzin,Düz Vites,1301,76,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,203000,67000
5007,Nissan,Sunny,"1.6
",1994.0,Benzin/LPG,Düz Vites,1601,76,Siyah ,Sedan,Galeriden,2. El,282000,19500
5009,Nissan,Qashqai+2,1.6 Platinum,2016.0,Dizel,Otomatik Vites,1601,51,Gümüş Gri ,Sedan,Galeriden,2. El,27000,160000
5011,Nissan,Qashqai,1.5 DCI Visia,2013.0,Dizel,Düz Vites,1301,101,Beyaz ,Arazi Aracı,Sahibinden,2. El,79000,124000
5012,Nissan,Qashqai,Diğer,2017.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,25000,197000
5013,Nissan,Qashqai,1.5 dCi Sky Pack,2012.0,Dizel,Düz Vites,1301,76,Beyaz ,Arazi Aracı,Galeriden,2. El,222000,96000
5014,Nissan,Qashqai,1.2 DIG-T Tekna Sky Pack,2015.0,Benzin,Otomatik Vites,1300,101,Beyaz ,Arazi Aracı,Galeriden,2. El,70000,159900
5015,Nissan,Skystar,Skystar 4x2,2012.0,Dizel,Düz Vites,2001,176,Siyah ,Arazi Aracı,Galeriden,2. El,290000,71500
5016,Nissan,Note,1.4 Visia,2008.0,Benzin/LPG,Düz Vites,1301,76,Gri ,Hatchback 5 Kapı,Galeriden,2. El,185000,51500
5017,Nissan,X-Trail,1.6 dCi Platinum Premium,2016.0,Dizel,Düz Vites,1601,101,Beyaz ,Arazi Aracı,Galeriden,2. El,108,235000
5018,Nissan,Qashqai,"1.6
",2008.0,Benzin/LPG,Düz Vites,1301,101,Siyah ,Arazi Aracı,Sahibinden,2. El,200000,74000
5021,Nissan,Micra,1.2 Match,2017.0,Benzin,Yarı Otomatik Vites,1301,76,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,55000,107000
5022,Nissan,Terrano,2.7 TDI Elegance,2000.0,Dizel,Otomatik Vites,2501,101,Lacivert ,Arazi Aracı,Galeriden,2. El,260000,59000
5023,Nissan,Qashqai,1.5 Dci Tekna Pack,2012.0,Dizel,Düz Vites,1301,126,Siyah ,Diğer,Sahibinden,2. El,189000,113000
5024,Nissan,Qashqai,1.5 DCI Tekna,2011.0,Dizel,Düz Vites,1601,101,Füme ,Arazi Aracı,Sahibinden,2. El,156000,79750
5025,Nissan,Juke,1.6 Sport Pack 4x2 CVT,2013.0,Benzin/LPG,Otomatik Vites,1301,101,Beyaz ,Crossover,Sahibinden,2. El,161000,115000
5027,Nissan,Navara,2.5 TDI 4X4 LE,2008.0,Dizel,Otomatik Vites,2001,151,Siyah ,Arazi Aracı,Galeriden,2. El,0,79750
5028,Nissan,Skystar,Skystar 4x2,2005.0,Dizel,Düz Vites,2001,126,Siyah ,Arazi Aracı,Galeriden,2. El,280000,53900
5032,Nissan,Primera,"1.6
",2006.0,Benzin/LPG,Düz Vites,1301,101,Siyah ,Sedan,Sahibinden,2. El,168000,56000
5035,Nissan,Qashqai,1.5 DCI Tekna,2018.0,Dizel,Düz Vites,1301,101,Beyaz ,Diğer,Sahibinden,2. El,35000,192000
5036,Nissan,X-Trail,1.6 dCi Platinum Premium,2015.0,Dizel,Otomatik Vites,1301,126,Beyaz ,Arazi Aracı,Sahibinden,2. El,84000,251500
5037,Nissan,Micra,1.2 Street,2013.0,Benzin,Düz Vites,1300,76,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,30000,92000
5038,Nissan,Qashqai,1.5 DCI Tekna,2018.0,Dizel,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,26000,203750
5039,Nissan,Pulsar,1.2 Tekna,2017.0,Benzin,Otomatik Vites,1300,101,Kırmızı ,Sedan,Galeriden,2. El,10000,137900
5040,Nissan,Qashqai,1.5 DCI Tekna,2015.0,Dizel,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,47000,167000
