,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM,Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
5041,Nissan,Pathfinder,3.3 V6,1998.0,Benzin,Otomatik Vites,3001,176,Lacivert ,Arazi Aracı,Galeriden,2. El,189000,65000
5043,Nissan,Qashqai,"1.6 dCi Tekna Sky Pack
",2014.0,Dizel,Otomatik Vites,1301,126,Kahverengi ,Arazi Aracı,Sahibinden,2. El,88000,171000
5044,Nissan,Qashqai,1.5 DCI Tekna,2015.0,Dizel,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,47000,167000
5045,Nissan,Qashqai,"1.6
",2012.0,Benzin,Otomatik Vites,1301,101,Beyaz ,Arazi Aracı,Sahibinden,2. El,76000,123750
5046,Nissan,Juke,1.5 dCi Sky Pack,2018.0,Dizel,Düz Vites,1301,101,Bordo ,Arazi Aracı,Galeriden,2. El,8000,154900
5052,Nissan,Micra,1.2 Mood,2006.0,Benzin/LPG,Otomatik Vites,1300,100,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,164000,61000
5053,Nissan,Micra,1.4 Tekna,2005.0,Benzin,Düz Vites,1301,76,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,143000,51250
5063,Nissan,Qashqai,1.6 DCI Platinum Premium Pack,2017.0,Dizel,Otomatik Vites,1301,126,Beyaz ,Crossover,Sahibinden,2. El,18000,219000
5065,Nissan,Qashqai,1.5 DCI Tekna,2011.0,Dizel,Düz Vites,1301,101,Siyah ,Arazi Aracı,Sahibinden,2. El,85000,124500
5067,Nissan,X-Trail,1.6 dCi Platinum Premium,2016.0,Dizel,Yarı Otomatik Vites,1301,126,Yeşil ,Hatchback 5 Kapı,Sahibinden,2. El,71000,225000
5068,Nissan,Qashqai,1.5 dCi Tekna Sport Pack,2014.0,Dizel,Düz Vites,1601,176,Beyaz ,Diğer,Sahibinden,Hasarlı,2800,11111
5069,Nissan,Qashqai,1.5 dCi Sky Pack,2018.0,Dizel,Düz Vites,1301,101,Füme ,Crossover,Sahibinden,2. El,13000,216000
5070,Nissan,Qashqai,1.5 dCi Sky Pack,2017.0,Dizel,Düz Vites,1301,101,Beyaz ,Crossover,Sahibinden,2. El,16750,192500
5076,Nissan,Qashqai,"1.6
",2011.0,Benzin/LPG,Düz Vites,1301,101,Beyaz ,Arazi Aracı,Sahibinden,2. El,136000,116000
5083,Nissan,X-Trail,2.0 dCi LE,2009.0,Dizel,Otomatik Vites,1801,126,Ihlamur ,Arazi Aracı,Sahibinden,2. El,92400,157000
5084,Nissan,Juke,1.5 dCi Tekna,2014.0,Dizel,Düz Vites,1301,101,Beyaz ,Crossover,Sahibinden,2. El,167500,98750
5218,Nissan,Qashqai,1.6 Tekna Pack,2012.0,Benzin/LPG,Otomatik Vites,1301,101,Beyaz ,Arazi Aracı,Sahibinden,2. El,75000,100000
5221,Nissan,NX Coupe,1.6,1993.0,Benzin/LPG,Düz Vites,1301,126,Kırmızı ,Üstü Açık / Cabriolet,Sahibinden,2. El,300000,30009
5222,Nissan,Qashqai,1.6 dCi Sky Pack,2017.0,Dizel,Otomatik Vites,1301,126,Füme ,Diğer,Galeriden,2. El,132000,186500
5223,Nissan,Qashqai,1.5 dCi Sky Pack,2017.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Diğer,Galeriden,2. El,125000,176500
5224,Nissan,Juke,"1.6
",2012.0,Benzin/LPG,Düz Vites,1301,101,Bordo ,Hatchback 5 Kapı,Sahibinden,2. El,135000,83000
5225,Nissan,Qashqai,1.5 dCi Platinum Premium Pack,2014.0,Dizel,Düz Vites,1301,101,Beyaz ,Arazi Aracı,Sahibinden,2. El,60000,134900
5226,Nissan,Primera,2.0 TD Comfort,2000.0,Dizel,Düz Vites,1801,76,Mavi ,Sedan,Galeriden,2. El,219000,27000
5227,Nissan,Qashqai,"1.5 dCi
",2012.0,Dizel,Düz Vites,1301,126,Füme ,Hatchback 5 Kapı,Galeriden,2. El,210000,106000
5228,Nissan,Micra,1.2 Punch,2012.0,Benzin,Yarı Otomatik Vites,1300,100,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,49890,84750
5229,Nissan,Country,"Country 4x2
",1998.0,Dizel,Düz Vites,2001,51,Kırmızı ,Arazi Aracı,Galeriden,2. El,222222,24500
5230,Nissan,Qashqai,1.5 dCi Sky Pack,2015.0,Dizel,Düz Vites,1301,101,Füme ,Diğer,Sahibinden,2. El,93400,140000
5231,Nissan,Juke,1.2 TC,2013.0,Dizel,Düz Vites,1301,101,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,151000,96000
5233,Opel,Astra,1.6 16V Cosmo,2008.0,Benzin,Otomatik Vites,1301,101,Gümüş ,Sedan,Galeriden,2. El,230000,71000
5234,Opel,Astra,1.4 Classic,2007.0,Benzin/LPG,Düz Vites,1301,76,Gri ,Sedan,Galeriden,2. El,290000,43750
5235,Opel,Corsa,1.4 Enjoy,2017.0,Benzin,Otomatik Vites,1301,76,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,20000,112500
5236,Opel,Insignia,1.6 CDTI Cosmo,2016.0,Dizel,Otomatik Vites,1301,126,Beyaz ,Sedan,Sahibinden,2. El,70000,182000
5237,Opel,Astra,1.6 Business,2015.0,Benzin/LPG,Düz Vites,1301,100,Siyah ,Sedan,Galeriden,2. El,50000,110000
5238,Opel,Insignia,1.6 CDTI Cosmo,2015.0,Dizel,Otomatik Vites,1301,126,Beyaz ,Sedan,Sahibinden,2. El,73000,169000
5239,Opel,Corsa,1.4 GLS,2016.0,Benzin,Otomatik Vites,1301,100,Gri ,Hatchback 3 Kapı,Yetkili,0 km,64512,119900
5240,Opel,Corsa,1.2 Essentia,2013.0,Benzin/LPG,Düz Vites,1300,76,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,89000,79500
5241,Opel,Astra,1.6 Essentia,2012.0,Benzin/LPG,Yarı Otomatik Vites,1301,101,Siyah ,Hatchback 3 Kapı,Sahibinden,2. El,100500,94500
5242,Opel,Astra,1.4 Enjoy,2017.0,Benzin,Düz Vites,1301,76,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,51000,124900
5243,Opel,Astra,1.4 Classic,2007.0,Benzin/LPG,Düz Vites,1301,101,Gri ,Sedan,Galeriden,2. El,300000,40000
5244,Opel,Astra,1.6 Edition Plus,2016.0,Benzin,Düz Vites,1301,101,Mavi ,Sedan,Sahibinden,2. El,40000,105000
5245,Opel,Astra,1.6 CDTI Design,2017.0,Dizel,Otomatik Vites,1301,126,Beyaz ,Sedan,Galeriden,2. El,49800,159750
5246,Opel,Mokka X,1.6 CDTi Enjoy,2016.0,Dizel,Otomatik Vites,1301,126,Beyaz ,Crossover,Sahibinden,2. El,50000,165500
5247,Opel,Corsa,1.2 Twinport Essentia,2008.0,Benzin,Otomatik Vites,1300,76,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,89000,75750
5248,Opel,Astra,1.6 GL,1998.0,Benzin/LPG,Düz Vites,1301,76,Amarant ,Sedan,Galeriden,2. El,252000,35500
5249,Opel,Astra,"1.6
",2008.0,Benzin/LPG,Yarı Otomatik Vites,1301,101,Gümüş Gri ,Sedan,Sahibinden,2. El,203400,81000
5250,Opel,Astra,1.4 Twinport,2006.0,Benzin/LPG,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,295000,44000
5251,Opel,Corsa,1.3 CDTI Essentia,2010.0,Dizel,Düz Vites,1300,51,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,136440,78500
5253,Opel,Insignia,1.6 CDTI  Grand Sport Design,2017.0,Dizel,Otomatik Vites,1301,126,Gri ,Hatchback 5 Kapı,Galeriden,2. El,66800,199900
5254,Opel,Corsa,1.3 CDTI Essentia,2006.0,Dizel,Yarı Otomatik Vites,1300,76,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,240000,52750
5255,Opel,Corsa,1.4 GLS,2000.0,Benzin/LPG,Düz Vites,1301,76,Gri ,Hatchback 5 Kapı,Galeriden,2. El,178211,31000
5256,Opel,Astra,1.6 Comfort,2005.0,Benzin/LPG,Düz Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,203500,51500
5257,Opel,Astra,1.6 16V,1996.0,Benzin/LPG,Düz Vites,1301,76,Diğer ,Hatchback 5 Kapı,Sahibinden,2. El,288000,29000
5258,Opel,Astra,1.6 CDTI Design,2016.0,Dizel,Otomatik Vites,1301,126,Beyaz ,Sedan,Galeriden,2. El,79000,129750
5259,Opel,Astra,1.6 Edition,2014.0,Benzin,Düz Vites,1301,101,Mavi ,Sedan,Galeriden,2. El,38000,119500
5260,Opel,Astra,"1.6
",2016.0,Benzin/LPG,Düz Vites,1301,101,Mavi ,Sedan,Sahibinden,2. El,68000,116500
5262,Opel,Cascada,"1.6 XHT Cosmo
",2010.0,Benzin,Düz Vites,1301,176,Gri ,Sedan,Galeriden,2. El,95000,112500
5263,Opel,Astra,1.6 Essentia,2013.0,Benzin/LPG,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,64600,92000
5264,Opel,Corsa,1.6 GSi,1994.0,Benzin,Düz Vites,1601,101,Kırmızı ,Hatchback 3 Kapı,Sahibinden,2. El,193000,16750
5265,Opel,Insignia,2.0 CDTI Cosmo,2011.0,Dizel,Otomatik Vites,1801,151,Siyah ,Sedan,Sahibinden,2. El,170000,110000
5266,Opel,Vectra,1.6 Comfort,2004.0,Benzin/LPG,Düz Vites,2001,76,Gri ,Sedan,Galeriden,2. El,252000,56500
5267,Opel,Vectra,1.6 Comfort,2004.0,Benzin/LPG,Düz Vites,1300,100,Siyah ,Sedan,Galeriden,2. El,300000,45750
5268,Opel,Astra,1.4 Comfort,2008.0,Benzin/LPG,Düz Vites,1300,100,Gri ,Sedan,Galeriden,2. El,180000,45500
5269,Opel,Astra,1.6 CDTI Elite,2016.0,Dizel,Otomatik Vites,1301,126,Beyaz ,Sedan,Sahibinden,2. El,67362,146500
5270,Opel,Corsa,1.4 Enjoy,2019.0,Benzin,Otomatik Vites,1301,76,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,24000,133000
5272,Opel,Astra,1.3 CDTI ecoFLEX Sport,2011.0,Dizel,Düz Vites,1300,76,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,152500,92500
5273,Opel,Vectra,2.0 DTI CD,1999.0,Benzin/LPG,Düz Vites,1300,51,Kırmızı ,Sedan,Galeriden,2. El,232,37500
5274,Opel,Astra,1.6 Twinport,2006.0,Benzin/LPG,Düz Vites,1601,101,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,165000,55000
5275,Opel,Corsa,1.4 Swing,1997.0,Benzin/LPG,Otomatik Vites,1300,51,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,200000,36500
5276,Opel,Astra,1.6 Classic,2006.0,Benzin/LPG,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,135000,57000
5277,Opel,Corsa,1.3 CDTI Essentia,2012.0,Dizel,Düz Vites,1301,76,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,149000,75250
5278,Opel,Corsa,1.2 Twinport Essentia,2011.0,Benzin,Otomatik Vites,1300,76,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,116000,76000
5279,Opel,Corsa,1.4 Twinport Essentia,2012.0,Benzin/LPG,Otomatik Vites,1301,76,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,64000,86000
5280,Opel,Astra,1.3 CDTI Essentia,2008.0,Dizel,Düz Vites,1601,100,Beyaz ,Sedan,Galeriden,2. El,196000,67000
5281,Opel,Vectra,1.6 Comfort,2001.0,Benzin/LPG,Düz Vites,1601,76,Gri ,Sedan,Galeriden,2. El,295500,37500
5282,Opel,Astra,1.3 CDTI Enjoy,2008.0,Dizel,Düz Vites,1300,76,Mavi ,Sedan,Galeriden,2. El,203000,92000
5284,Opel,Astra,1.6 CDTI Design,2018.0,Dizel,Otomatik Vites,1301,126,Beyaz ,Sedan,Galeriden,2. El,50000,155500
5285,Opel,Astra,1.6 CDTI Dynamic,2017.0,Dizel,Otomatik Vites,1601,126,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,57000,175000
5286,Opel,Astra,1.6 Essentia,2012.0,Benzin/LPG,Yarı Otomatik Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,60000,80000
5287,Opel,Vectra,2.0 CD,1998.0,Benzin/LPG,Düz Vites,1801,126,Gümüş Gri ,Sedan,Sahibinden,2. El,251000,49850
5288,Opel,Astra,1.6 T Sport,2015.0,Dizel,Düz Vites,1301,126,Beyaz ,Sedan,Sahibinden,2. El,86500,133000
5289,Opel,Astra,1.6 16V,2000.0,Benzin/LPG,Otomatik Vites,1601,100,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,268000,46750
5290,Opel,Astra,1.6 CDTI Sport,2015.0,Dizel,Düz Vites,1301,126,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,211000,106750
5292,Opel,Vectra,2.0 GLS,1996.0,Benzin/LPG,Düz Vites,1801,76,Beyaz ,Sedan,Galeriden,2. El,400000,32000
5293,Opel,Vectra,2.0 GLS,1996.0,Benzin/LPG,Düz Vites,1801,76,Bordo ,Sedan,Galeriden,2. El,366000,32000
5294,Opel,Vectra,1.9 CDTI Comfort,2006.0,Dizel,Otomatik Vites,1801,126,Siyah ,Sedan,Galeriden,2. El,323751,54500
5295,Opel,Corsa,1.4 Essentia,2015.0,Benzin,Otomatik Vites,1301,76,Füme ,Hatchback 5 Kapı,Sahibinden,2. El,75000,108000
5296,Opel,Insignia,1.6 T Cosmo,2010.0,Benzin/LPG,Düz Vites,1301,176,Lacivert ,Sedan,Sahibinden,2. El,161500,89500
5297,Opel,Vectra,"2.0
",1993.0,Benzin/LPG,Düz Vites,1801,76,Gri ,Sedan,Galeriden,2. El,246,18900
5298,Opel,Astra,1.4 Sport,2015.0,Benzin/LPG,Otomatik Vites,1301,126,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,68000,144000
5299,Opel,Astra,1.6 Elegance Twinport,2005.0,Benzin/LPG,Düz Vites,1301,101,Şampanya ,Hatchback 5 Kapı,Sahibinden,2. El,263000,58500
5300,Opel,Corsa,1.2 Essentia,2016.0,Benzin,Düz Vites,1300,100,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,119000,79500
5301,Opel,Astra,1.6 1.6,1993.0,Benzin/LPG,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,250000,21999
5302,Opel,Astra,"1.3 CDTI
",2011.0,Dizel,Düz Vites,1301,76,Gri ,Hatchback 5 Kapı,Galeriden,2. El,193000,52500
5303,Opel,Astra,1.3 CDTI Cosmo,2014.0,Dizel,Düz Vites,1301,100,Kahverengi ,Sedan,Galeriden,2. El,192000,300000
5304,Opel,Corsa,1.4 Essentia,2019.0,Benzin,Otomatik Vites,1301,100,Beyaz ,Hatchback 3 Kapı,Yetkili,0 km,30000,126000
5305,Opel,Astra,1.6 Elegance,2001.0,Benzin/LPG,Otomatik Vites,1301,76,Gri ,Sedan,Sahibinden,2. El,208000,46500
5306,Opel,Astra,1.6 GLS,1998.0,Benzin/LPG,Düz Vites,1301,101,Gümüş Gri ,Sedan,Sahibinden,2. El,156000,42000
5307,Opel,Astra,1.6 Elegance,2001.0,Benzin/LPG,Düz Vites,1301,101,Gri ,Sedan,Galeriden,2. El,298000,48500
5309,Opel,Astra,1.3 CDTI Enjoy Plus,2012.0,Dizel,Düz Vites,1301,76,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,214000,68500
5310,Opel,Astra,"1.6
",2012.0,Benzin/LPG,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130500,97000
5312,Opel,Insignia,1.6 Edition,2009.0,Benzin/LPG,Düz Vites,1301,126,Füme ,Sedan,Sahibinden,2. El,189000,89500
5313,Opel,Astra,1.6 Edition Plus,2018.0,Benzin,Düz Vites,1301,101,Beyaz ,Sedan,Yetkili,0 km,19501,126000
5314,Opel,Vectra,2.0 GLS,1994.0,Benzin/LPG,Otomatik Vites,1801,101,Lacivert ,Sedan,Sahibinden,2. El,290000,25000
5315,Opel,Corsa,1.2 Edition,2020.0,Benzin,Otomatik Vites,1300,76,Turuncu ,Hatchback 5 Kapı,Galeriden,2. El,0,159900
5316,Opel,Astra,1.3 CDTI Enjoy,2007.0,Dizel,Düz Vites,1300,76,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,240000,64900
5317,Opel,Astra,1.6 CD,2000.0,Benzin/LPG,Düz Vites,1301,76,Yeşil ,Sedan,Galeriden,2. El,370000,44900
5318,Opel,Astra,1.6 Cosmo,2006.0,Benzin/LPG,Yarı Otomatik Vites,1301,76,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,180000,69900
5319,Opel,Corsa,1.4i Twinport Enjoy 111,2011.0,Benzin,Otomatik Vites,1301,76,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,122000,83750
5320,Opel,Corsa,1.3 CDTI Enjoy,2012.0,Dizel,Düz Vites,1300,51,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,101000,72000
5321,Opel,Vectra,2.0 CD,1998.0,Benzin/LPG,Otomatik Vites,1801,126,Füme ,Sedan,Sahibinden,2. El,330000,36000
5322,Opel,Mokka,1.6 CDTI  Enjoy,2016.0,Dizel,Düz Vites,1301,126,Beyaz ,Diğer,Sahibinden,2. El,33000,150000
5323,Opel,Meriva,1.6 16V Essentia Easytronic,2005.0,Benzin/LPG,Otomatik Vites,1301,101,Gri ,Hatchback 5 Kapı,Galeriden,Hasarlı,1111111,42500
5324,Opel,Astra,1.6 Sport,2011.0,Benzin/LPG,Düz Vites,1301,51,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,147000,83500
5325,Opel,Corsa,1.4 Twinport Active,2014.0,Benzin,Düz Vites,1301,76,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,55,88500
5326,Opel,Astra,1.4 T Edition Plus,2019.0,Benzin/LPG,Düz Vites,1301,126,Beyaz ,Sedan,Sahibinden,2. El,17000,135000
5327,Opel,Corsa,"1.0
",1994.0,Benzin/LPG,Düz Vites,1301,51,Beyaz ,Spor / Coupe,Sahibinden,2. El,189000,16000
5328,Opel,Vectra,2.0 GLS,1997.0,Benzin/LPG,Düz Vites,1801,126,Beyaz ,Sedan,Sahibinden,2. El,226000,38750
5329,Opel,Astra,1.3 CDTI Enjoy 111.Yıl,2011.0,Dizel,Düz Vites,1300,100,Gümüş Gri ,Sedan,Sahibinden,2. El,220000,79000
5330,Opel,Astra,1.6 Essentia,2012.0,Benzin/LPG,Yarı Otomatik Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,105000,92000
5332,Opel,Astra,1.3 CDTI Enjoy,2010.0,Dizel,Düz Vites,1301,76,Füme ,Sedan,Galeriden,2. El,190,79999
5333,Opel,Corsa,1.4 Twinport Enjoy,2015.0,Benzin,Yarı Otomatik Vites,1300,76,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,41286,110000
5334,Opel,Corsa,1.4 Comfort,2001.0,Benzin/LPG,Düz Vites,1301,76,Turkuaz ,Hatchback 5 Kapı,Galeriden,2. El,143000,35500
5335,Opel,Astra,"1.3 CDTI
",2006.0,Dizel,Düz Vites,1301,100,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,168000,72750
5336,Opel,Vectra,2.0 GL,1991.0,Benzin,Düz Vites,1801,101,Beyaz ,Sedan,Galeriden,2. El,88000,55000
5337,Opel,Vectra,1.6 Comfort,2004.0,Benzin/LPG,Düz Vites,1301,101,Gümüş Gri ,Sedan,Sahibinden,2. El,260000,52500
5338,Opel,Astra,1.3 CDTI Enjoy Plus,2012.0,Dizel,Yarı Otomatik Vites,1300,100,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,111000,78800
5339,Opel,Vectra,"2.0
",1993.0,Benzin/LPG,Düz Vites,1801,101,Kırmızı ,Sedan,Sahibinden,2. El,326000,20500
5340,Opel,Astra,1.6 Edition,2012.0,Benzin/LPG,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,140000,95000
5341,Opel,Astra,1.6 Edition Plus,2016.0,Benzin/LPG,Düz Vites,1601,101,Mavi ,Sedan,Sahibinden,2. El,101000,108000
5342,Opel,Omega,2.5 CD,1999.0,Benzin/LPG,Otomatik Vites,2001,226,Diğer ,Sedan,Galeriden,2. El,188,37500
5343,Opel,Astra,1.6 Edition,2013.0,Benzin/LPG,Düz Vites,1301,101,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,110000,86500
5344,Opel,Astra,1.3 CDTI Essentia,2007.0,Dizel,Düz Vites,1300,76,Gümüş ,Hatchback 5 Kapı,Sahibinden,2. El,230000,56500
5345,Opel,Kadett,1.3,1983.0,Benzin/LPG,Düz Vites,1300,51,Yeşil ,Hatchback 3 Kapı,Galeriden,2. El,85000,55000
5347,Opel,Astra,1.6 CDTI Design,2016.0,Dizel,Otomatik Vites,1301,126,Beyaz ,Sedan,Galeriden,2. El,113000,125000
5348,Opel,Astra,1.3 CDTI Sport,2012.0,Dizel,Düz Vites,1300,76,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,89500,95000
5349,Opel,Corsa,1.3 CDTI Essentia,2014.0,Dizel,Düz Vites,1300,76,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,54900
5350,Opel,Astra,1.6 Edition Plus,2012.0,Benzin/LPG,Otomatik Vites,1301,101,Lacivert ,Hatchback 5 Kapı,Galeriden,2. El,91000,107500
5352,Opel,Corsa,1.3 CDTI Essentia,2009.0,Dizel,Düz Vites,1300,76,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,268,54750
5353,Opel,Astra,1.6 CDTI Sport,2015.0,Dizel,Düz Vites,1601,126,Beyaz ,Sedan,Sahibinden,2. El,117000,130000
5355,Opel,Astra,1.4 Classic,2006.0,Benzin/LPG,Düz Vites,4001,201,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,157000,52750
5356,Opel,Astra,1.4 Club,2009.0,Benzin/LPG,Düz Vites,1301,51,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,198000,45000
5357,Opel,Corsa,1.3 CDTI Enjoy 111,2005.0,Dizel,Yarı Otomatik Vites,1300,51,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,108000,64000
5358,Opel,Corsa,1.3 CDTI Essentia,2012.0,Dizel,Düz Vites,1300,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,144000,69999
5359,Opel,Vectra,1.6 Comfort,2007.0,Benzin/LPG,Düz Vites,1301,101,Gümüş Gri ,Sedan,Sahibinden,2. El,98000,72000
5360,Opel,Astra,1.4 Classic,2004.0,Benzin/LPG,Düz Vites,1301,76,Lacivert ,Sedan,Galeriden,2. El,250602,42900
5361,Opel,Astra,1.3 CDTI Essentia Konfor,2011.0,Dizel,Düz Vites,1300,76,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,99800,77500
5362,Opel,Corsa,1.3 CDTI Essentia,2005.0,Dizel,Yarı Otomatik Vites,1301,76,Gri ,Hatchback 5 Kapı,Galeriden,2. El,220000,56500
5363,Opel,Astra,"1.6
",2011.0,Benzin/LPG,Düz Vites,1301,101,Gümüş Gri ,Sedan,Sahibinden,2. El,94000,69000
5364,Opel,Astra,1.6 Classic,2006.0,Benzin/LPG,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,280000,36500
5365,Opel,Astra,1.6 CDTI Edition Plus,2016.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,108000,109500
5366,Opel,Astra,1.6 16V,1998.0,Benzin/LPG,Düz Vites,1301,76,Kahverengi ,Hatchback 5 Kapı,Galeriden,2. El,270000,32000
5367,Opel,Astra,1.6 CD,1999.0,Benzin/LPG,Düz Vites,1601,101,Gri ,Sedan,Sahibinden,2. El,270000,39000
5368,Opel,Astra,1.6 CDTI Design,2016.0,Dizel,Otomatik Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,139000,124500
5369,Opel,Astra,1.3 CDTI Comfort,2008.0,Dizel,Düz Vites,1801,126,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,205000,50500
5370,Opel,Astra,1.4 Classic,2006.0,Benzin/LPG,Düz Vites,1301,76,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,170000,52000
5372,Opel,Corsa,1.4 Enjoy,2016.0,Benzin,Yarı Otomatik Vites,1301,101,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,39000,127000
5373,Opel,Astra,1.6 Comfort,2002.0,Benzin/LPG,Düz Vites,1601,101,Beyaz ,Sedan,Sahibinden,2. El,276000,46000
5374,Opel,Insignia,1.6 CDTI Grand Sport Enjoy,2017.0,Dizel,Otomatik Vites,1301,126,Gri ,Hatchback 5 Kapı,Galeriden,2. El,68000,197500
5375,Opel,Astra,1.4 T Sport,2012.0,Benzin/LPG,Düz Vites,1301,126,Siyah ,Sedan,Sahibinden,2. El,153000,84500
5376,Opel,Astra,1.6 CDTI Design,2016.0,Dizel,Yarı Otomatik Vites,1301,126,Beyaz ,Sedan,Galeriden,2. El,68500,135900
5378,Opel,Astra,1.4 Classic,2008.0,Benzin/LPG,Düz Vites,1301,76,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,266000,50000
5379,Opel,Vectra,2.0 GLS,1995.0,Benzin/LPG,Düz Vites,1801,126,Beyaz ,Sedan,Sahibinden,2. El,300000,20000
5380,Opel,Astra,1.6 Comfort,2004.0,Benzin,Düz Vites,1301,100,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,270000,55000
5381,Opel,Corsa,"1.0
",2000.0,Benzin/LPG,Düz Vites,1301,76,Gri ,Hatchback 5 Kapı,Galeriden,2. El,215000,29500
5382,Opel,Astra,1.3 CDTI Essentia,2007.0,Dizel,Düz Vites,1300,101,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,225000,55500
5383,Opel,Astra,1.4 Classic,2003.0,Benzin/LPG,Düz Vites,1301,100,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,117000,46000
5384,Opel,Corsa,1.4 Design,2019.0,Benzin,Otomatik Vites,1301,76,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,21000,128000
5385,Opel,Vectra,1.6 GL,1998.0,Benzin/LPG,Düz Vites,1301,151,Gri ,Sedan,Galeriden,2. El,252000,27000
5386,Opel,Corsa,1.4 120.Yıl,2019.0,Benzin,Otomatik Vites,1301,76,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,23000,136000
5387,Opel,Corsa,1.4 GLS,1997.0,Benzin/LPG,Düz Vites,1301,76,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,241000,31000
5388,Opel,Astra,1.6 CDTI Design,2017.0,Dizel,Otomatik Vites,1301,126,Beyaz ,Sedan,Galeriden,2. El,80000,102900
5389,Opel,Astra,1.4 Comfort,2006.0,Benzin/LPG,Düz Vites,1301,76,Gri ,Sedan,Galeriden,2. El,160000,55000
5390,Opel,Corsa,1.5 TD Eco,2000.0,Dizel,Düz Vites,1301,76,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,262000,35500
5392,Opel,Astra,1.6 Business,2015.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,60000,133000
5393,Opel,Corsa,1.4 Swing,1997.0,Benzin,Düz Vites,1301,51,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,230000,24900
